transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,unit_cost,transaction_date,store_id,store_location,inventory_level,reorder_point,reorder_quantity,supplier_id,supplier_lead_time,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,weather_conditions,holiday_indicator,stockout_indicator,forecasted_demand,actual_demand
TX-3709,C-84279,P-CUI-302,Gel de Ducha,Cuidado Personal,8,5.17,2.53,12/09/2023,NY-02,Nueva York,85,29,53,SUP-020,12,45,Otro,23725,Bronce,Tarjeta Crédito,Sí,Bundle,Lluvia,No,No,206.9,241.0
TX-3710,C-97023,P-ELE-302,Soporte para Celular,Electrónica,6,10.0,4.75,20/02/2023,MIA-02,Miami,37,19,52,SUP-007,11,24,F,87968,Bronce,Billetera Digital,No,Sin Promoción,Tormenta,No,No,192.5,215.4
TX-3711,C-41692,P-LIM-513,Esponjas x3,Limpieza,5,1.94,0.89,29/08/2023,NY-01,Nueva York,89,15,176,SUP-014,19,34,Otro,27998,Plata,Tarjeta Débito,Sí,Cupón Digital,Nieve,No,No,113.9,101.8
TX-3712,C-46799,P-LÁC-737,Crema de Leche,Lácteos,8,2.26,1.21,13/06/2023,HOU-02,Houston,19,17,104,SUP-019,15,45,M,33966,Oro,Tarjeta Débito,Sí,Descuento %,Nublado,No,No,204.3,238.7
TX-3713,C-93624,P-LÁC-618,Yogur Natural 500g,Lácteos,3,2.43,1.28,15/04/2023,CHI-01,Chicago,30,29,77,SUP-006,2,62,F,101022,Plata,Billetera Digital,No,Sin Promoción,Tormenta,Sí,No,264.5,242.3
TX-3714,C-10652,P-LÁC-275,Yogur Natural 500g,Lácteos,5,2.52,1.31,10/06/2023,NY-01,Nueva York,79,10,152,SUP-020,7,61,M,112878,Bronce,Transferencia,Sí,Descuento %,Soleado,No,No,92.7,82.5
TX-3715,C-72224,P-LIM-915,Suavizante Ropa,Limpieza,6,5.14,2.64,24/01/2023,NY-02,Nueva York,47,30,92,SUP-006,7,35,F,33584,No Registrado,Billetera Digital,No,Sin Promoción,Tormenta,No,No,236.6,204.4
TX-3716,C-42030,P-ELE-768,Teclado USB,Electrónica,7,22.41,11.54,24/04/2023,CHI-02,Chicago,26,31,139,SUP-008,13,35,F,116789,Bronce,Transferencia,No,Sin Promoción,Niebla,No,No,143.1,157.5
TX-3717,C-80020,P-LÁC-900,Mantequilla 250g,Lácteos,3,3.39,1.92,16/03/2023,MIA-02,Miami,97,12,167,SUP-002,8,42,M,87431,Plata,Billetera Digital,No,Sin Promoción,Nublado,Sí,No,324.6,282.6
TX-3718,C-84341,P-LIM-624,Jabón en Barra x3,Limpieza,3,2.87,1.32,14/05/2023,HOU-01,Houston,31,11,104,SUP-009,7,24,F,18566,Bronce,Tarjeta Débito,Sí,2x1,Tormenta,No,No,55.5,63.9
TX-3719,C-49336,P-ELE-157,Funda Celular,Electrónica,8,7.43,3.28,27/10/2023,CHI-01,Chicago,117,14,77,SUP-015,11,59,Otro,118481,Plata,Billetera Digital,Sí,Cupón Digital,Lluvia,No,No,195.8,157.0
TX-3720,C-22851,P-LIM-820,Suavizante Ropa,Limpieza,7,5.05,2.58,02/08/2023,NY-01,Nueva York,3,20,73,SUP-008,11,37,Otro,54695,Bronce,Efectivo,Sí,Bundle,Nublado,Sí,Sí,80.5,82.0
TX-3721,C-92000,P-LÁC-660,Queso Parmesano,Lácteos,4,5.96,3.49,20/03/2023,CHI-02,Chicago,91,34,178,SUP-004,20,63,M,90187,No Registrado,Tarjeta Crédito,Sí,Sin Promoción,Niebla,Sí,No,262.5,242.8
TX-3722,C-84207,P-ELE-570,Hub USB 4 Puertos,Electrónica,4,17.12,8.12,18/06/2023,CHI-02,Chicago,56,27,193,SUP-003,14,68,F,67048,Bronce,Tarjeta Crédito,Sí,Precio Especial,Nieve,Sí,No,94.8,113.1
TX-3723,C-96385,P-LÁC-274,Queso Parmesano,Lácteos,4,5.9,3.41,14/07/2023,LA-02,Los Ángeles,13,33,99,SUP-015,4,73,M,85454,No Registrado,Tarjeta Débito,Sí,Descuento %,Nieve,No,No,123.8,129.1
TX-3724,C-72153,P-LÁC-235,Leche Evaporada,Lácteos,12,1.58,0.83,06/05/2023,MIA-02,Miami,7,40,122,SUP-011,11,54,F,84639,Oro,Billetera Digital,No,Sin Promoción,Tormenta,Sí,Sí,306.6,263.9
TX-3725,C-57748,P-ELE-582,Cargador Rápido 65W,Electrónica,12,20.06,9.95,09/10/2023,HOU-02,Houston,61,23,169,SUP-017,5,71,F,80501,Bronce,Transferencia,Sí,Cupón Digital,Nieve,No,No,157.9,167.8
TX-3726,C-43318,P-CUI-786,Gel de Ducha,Cuidado Personal,3,4.99,2.47,17/12/2023,HOU-01,Houston,100,18,61,SUP-013,12,36,F,48180,Oro,Transferencia,No,Sin Promoción,Nublado,Sí,No,113.5,119.0
TX-3727,C-33971,P-LÁC-724,Leche Descremada,Lácteos,9,1.95,1.03,12/05/2023,CHI-02,Chicago,21,23,99,SUP-002,10,53,Otro,68284,Bronce,Tarjeta Débito,No,Sin Promoción,Tormenta,No,No,66.7,68.0
TX-3728,C-28945,P-ALI-135,Aceite Oliva 1L,Alimentos,2,9.97,5.81,08/09/2023,HOU-02,Houston,16,18,117,SUP-020,7,65,Otro,42990,Bronce,Tarjeta Crédito,No,Sin Promoción,Soleado,Sí,Sí,325.0,285.6
TX-3729,C-48640,P-CUI-534,Desodorante Roll-On,Cuidado Personal,8,4.18,1.88,25/11/2023,NY-01,Nueva York,79,22,55,SUP-019,21,56,Otro,105656,Oro,Billetera Digital,Sí,Cupón Digital,Nublado,No,No,69.6,55.9
TX-3730,C-42033,P-ALI-152,Cereales Kellogg's,Alimentos,7,4.87,2.66,09/09/2023,LA-01,Los Ángeles,88,36,160,SUP-016,2,30,F,118787,Plata,Transferencia,No,Sin Promoción,Lluvia,Sí,No,89.4,100.5
TX-3731,C-64543,P-ELE-457,Soporte para Celular,Electrónica,7,10.0,4.86,28/03/2023,HOU-01,Houston,65,14,174,SUP-020,4,73,F,43054,Oro,Efectivo,Sí,Precio Especial,Niebla,Sí,No,355.9,291.3
TX-3732,C-37603,P-ALI-127,Salsa de Tomate,Alimentos,7,2.67,1.31,30/06/2023,LA-02,Los Ángeles,109,16,170,SUP-002,9,50,M,116351,Plata,Transferencia,Sí,2x1,Soleado,No,No,103.1,109.3
TX-3733,C-83184,P-LIM-152,Esponjas x3,Limpieza,5,1.95,0.88,13/03/2023,CHI-02,Chicago,65,17,84,SUP-011,9,39,M,86520,Oro,Tarjeta Crédito,Sí,Precio Especial,Tormenta,No,No,103.7,106.9
TX-3734,C-67632,P-ELE-611,Audífonos Bluetooth,Electrónica,11,30.72,15.18,07/10/2023,LA-01,Los Ángeles,51,11,97,SUP-002,17,60,Otro,79542,No Registrado,Billetera Digital,No,Sin Promoción,Tormenta,Sí,No,271.0,307.2
TX-3735,C-50021,P-CUI-918,Pasta Dental 150ml,Cuidado Personal,9,3.01,1.4,05/04/2023,MIA-01,Miami,33,38,180,SUP-005,20,20,M,110539,Bronce,Efectivo,Sí,Descuento %,Niebla,Sí,No,172.6,138.9
TX-3736,C-56071,P-ALI-486,Aceite Oliva 1L,Alimentos,9,10.45,5.85,05/10/2023,LA-02,Los Ángeles,43,31,130,SUP-013,11,30,M,82775,Oro,Tarjeta Débito,Sí,2x1,Nublado,Sí,No,374.4,334.7
TX-3737,C-82369,P-ELE-653,Mouse Inalámbrico,Electrónica,12,14.67,7.49,31/01/2023,MIA-02,Miami,23,11,197,SUP-004,7,29,F,106090,Bronce,Efectivo,No,Sin Promoción,Tormenta,No,No,213.2,211.3
TX-3738,C-98493,P-CUI-680,Desodorante Roll-On,Cuidado Personal,4,4.0,1.93,18/01/2023,NY-01,Nueva York,46,29,191,SUP-005,13,36,F,119094,No Registrado,Billetera Digital,Sí,Cupón Digital,Soleado,No,No,168.2,159.1
TX-3739,C-20426,P-ELE-639,Audífonos Bluetooth,Electrónica,8,30.19,14.7,08/02/2023,HOU-01,Houston,111,13,81,SUP-015,5,23,F,85221,Plata,Efectivo,Sí,Precio Especial,Nieve,No,No,203.7,239.6
TX-3740,C-98320,P-LÁC-654,Queso Cheddar 200g,Lácteos,9,4.14,2.16,09/12/2023,MIA-01,Miami,74,19,84,SUP-013,19,32,M,23488,Bronce,Billetera Digital,No,Sin Promoción,Nieve,No,No,201.7,184.8
TX-3741,C-37704,P-ALI-787,Atún en Lata,Alimentos,6,1.86,0.95,04/01/2023,LA-02,Los Ángeles,35,24,78,SUP-018,15,25,M,39422,No Registrado,Tarjeta Crédito,Sí,2x1,Nublado,Sí,No,258.2,293.6
TX-3742,C-30155,P-LÁC-103,Crema de Leche,Lácteos,10,2.33,1.18,12/03/2023,MIA-01,Miami,26,28,127,SUP-016,17,60,Otro,18464,Oro,Billetera Digital,No,Sin Promoción,Nieve,Sí,No,61.5,62.5
TX-3743,C-85455,P-ALI-113,Frijoles Negros,Alimentos,1,1.54,0.74,19/11/2023,HOU-01,Houston,67,39,134,SUP-013,7,41,F,41774,Oro,Tarjeta Débito,No,Sin Promoción,Tormenta,Sí,No,163.6,140.6
TX-3744,C-24964,P-ALI-865,Atún en Lata,Alimentos,7,1.93,0.95,04/02/2023,MIA-01,Miami,115,14,200,SUP-001,9,68,Otro,86535,Oro,Efectivo,Sí,Descuento %,Nieve,Sí,No,291.0,272.8
TX-3745,C-49097,P-CUI-768,Gel de Ducha,Cuidado Personal,1,5.15,2.5,19/03/2023,HOU-01,Houston,47,32,76,SUP-011,5,28,F,53649,Bronce,Tarjeta Débito,No,Sin Promoción,Nieve,No,No,194.4,206.2
TX-3746,C-68530,P-CUI-688,Hilo Dental 50m,Cuidado Personal,7,2.47,1.12,22/04/2023,CHI-01,Chicago,43,18,167,SUP-005,6,73,Otro,109991,No Registrado,Transferencia,Sí,Cupón Digital,Lluvia,Sí,No,125.8,129.5
TX-3747,C-92980,P-LIM-649,Jabón en Barra x3,Limpieza,5,2.92,1.31,22/08/2023,CHI-02,Chicago,79,11,79,SUP-006,20,36,Otro,55218,Plata,Transferencia,Sí,Descuento %,Tormenta,Sí,No,212.3,194.1
TX-3748,C-25665,P-ELE-256,Funda Celular,Electrónica,12,7.83,3.14,31/01/2023,LA-02,Los Ángeles,95,34,95,SUP-010,6,34,F,87216,Plata,Tarjeta Crédito,No,Sin Promoción,Tormenta,No,No,173.7,197.7
TX-3749,C-76852,P-ALI-687,Salsa de Tomate,Alimentos,2,2.7,1.31,23/11/2023,LA-01,Los Ángeles,88,14,155,SUP-009,13,46,F,62332,Plata,Tarjeta Débito,No,Sin Promoción,Niebla,No,No,153.2,159.5
TX-3750,C-41841,P-CUI-182,Pasta Dental 150ml,Cuidado Personal,3,3.0,1.43,12/11/2023,NY-01,Nueva York,11,16,188,SUP-011,11,34,Otro,38715,Bronce,Efectivo,Sí,Cupón Digital,Soleado,No,Sí,272.1,285.3
TX-3751,C-23586,P-ELE-399,Cargador Rápido 65W,Electrónica,9,20.97,9.64,05/09/2023,CHI-01,Chicago,46,34,188,SUP-005,7,42,F,41073,Oro,Billetera Digital,Sí,Precio Especial,Tormenta,Sí,No,267.2,218.6
TX-3752,C-72348,P-ALI-595,Pasta Fettuccine,Alimentos,4,2.97,1.46,07/09/2023,NY-01,Nueva York,115,20,139,SUP-016,3,33,F,64862,Bronce,Transferencia,No,Sin Promoción,Lluvia,Sí,No,258.1,207.7
TX-3753,C-84341,P-LIM-624,Jabón en Barra x3,Limpieza,3,2.87,1.32,04/01/2023,HOU-01,Houston,31,11,104,SUP-009,7,24,F,18566,Bronce,Tarjeta Débito,Sí,2x1,Tormenta,No,No,55.5,63.9
TX-3754,C-61103,P-LÁC-963,Yogur Natural 500g,Lácteos,5,2.46,1.28,10/10/2023,CHI-02,Chicago,92,38,155,SUP-007,3,43,M,30513,No Registrado,Tarjeta Crédito,Sí,Precio Especial,Nieve,No,No,46.7,51.9
TX-3755,C-87850,P-CUI-464,Gel de Ducha,Cuidado Personal,9,4.86,2.51,07/01/2023,LA-01,Los Ángeles,29,28,163,SUP-010,2,24,F,23272,Plata,Billetera Digital,Sí,Bundle,Nieve,Sí,No,281.6,319.0
TX-3756,C-66972,P-LÁC-882,Queso Parmesano,Lácteos,11,6.02,3.3,29/09/2023,NY-01,Nueva York,10,22,164,SUP-008,12,26,F,98245,Bronce,Efectivo,Sí,2x1,Tormenta,No,Sí,86.8,99.1
TX-3757,C-38058,P-CUI-630,Crema Corporal,Cuidado Personal,4,7.53,3.72,21/05/2023,MIA-02,Miami,104,12,115,SUP-015,14,26,M,102955,Bronce,Efectivo,No,Sin Promoción,Nublado,Sí,No,207.8,209.2
TX-3758,C-69007,P-ALI-289,Pan Integral,Alimentos,2,4.05,2.04,27/05/2023,HOU-02,Houston,41,22,198,SUP-008,4,20,M,29588,Plata,Transferencia,Sí,Sin Promoción,Soleado,Sí,No,304.5,312.0
TX-3759,C-66972,P-LÁC-882,Queso Parmesano,Lácteos,11,6.02,3.3,15/09/2023,NY-01,Nueva York,10,22,164,SUP-008,12,26,F,98245,Bronce,Efectivo,Sí,2x1,Tormenta,No,Sí,86.8,99.1
TX-3760,C-43197,P-CUI-842,Cepillo Dental,Cuidado Personal,6,1.97,0.88,24/12/2023,CHI-02,Chicago,111,22,60,SUP-012,12,56,Otro,64417,No Registrado,Transferencia,No,Sin Promoción,Tormenta,Sí,No,278.6,323.7
TX-3761,C-11797,P-ELE-225,Memoria USB 64GB,Electrónica,9,13.07,6.44,09/08/2023,HOU-01,Houston,33,37,65,SUP-014,5,61,F,60882,Bronce,Efectivo,Sí,Cupón Digital,Niebla,Sí,Sí,281.5,294.0
TX-3762,C-29335,P-LÁC-687,Yogur Natural 500g,Lácteos,6,2.51,1.31,02/04/2023,HOU-01,Houston,51,25,146,SUP-020,17,46,Otro,100428,Oro,Efectivo,No,Sin Promoción,Nieve,No,No,150.7,126.3
TX-3763,C-55658,P-LIM-164,Cloro 1L,Limpieza,11,3.01,1.42,19/02/2023,NY-01,Nueva York,106,11,126,SUP-006,21,54,M,26849,Oro,Billetera Digital,No,Sin Promoción,Niebla,Sí,No,261.0,267.1
TX-3764,C-98493,P-CUI-680,Desodorante Roll-On,Cuidado Personal,4,4.0,1.93,18/03/2023,NY-01,Nueva York,46,29,191,SUP-005,13,36,F,119094,No Registrado,Billetera Digital,Sí,Cupón Digital,Soleado,No,No,168.2,159.1
TX-3765,C-95429,P-ALI-432,Salsa de Tomate,Alimentos,6,2.64,1.31,09/04/2023,NY-01,Nueva York,32,15,173,SUP-016,2,63,M,90776,No Registrado,Efectivo,No,Sin Promoción,Nieve,No,No,61.5,58.3
TX-3766,C-56262,P-ELE-445,Soporte para Celular,Electrónica,1,9.77,4.68,27/09/2023,NY-01,Nueva York,4,23,179,SUP-011,17,57,M,102672,Oro,Tarjeta Débito,No,Sin Promoción,Nublado,Sí,Sí,101.5,83.5
TX-3767,C-17072,P-ALI-541,Aceite Oliva 1L,Alimentos,8,9.98,5.66,01/07/2023,CHI-01,Chicago,115,32,187,SUP-019,9,32,F,110561,Plata,Billetera Digital,No,Sin Promoción,Tormenta,Sí,No,128.5,148.6
TX-3768,C-10937,P-CUI-399,Gel de Ducha,Cuidado Personal,11,5.14,2.52,23/07/2023,HOU-02,Houston,35,22,108,SUP-012,11,39,M,94034,No Registrado,Tarjeta Crédito,Sí,Sin Promoción,Niebla,Sí,No,118.2,116.5
TX-3769,C-61585,P-LIM-522,Bolsas Basura x20,Limpieza,4,3.33,1.62,11/07/2023,MIA-02,Miami,14,36,51,SUP-008,21,56,Otro,80811,No Registrado,Tarjeta Crédito,No,Sin Promoción,Nublado,Sí,Sí,98.1,85.6
TX-3770,C-57247,P-ALI-118,Atún en Lata,Alimentos,10,1.89,0.96,27/07/2023,HOU-02,Houston,82,35,109,SUP-019,3,43,Otro,107928,Oro,Tarjeta Débito,Sí,Sin Promoción,Niebla,Sí,No,230.1,240.0
TX-3771,C-94077,P-LIM-653,Limpiapisos 1L,Limpieza,8,4.7,2.41,17/10/2023,MIA-01,Miami,108,18,161,SUP-015,11,18,F,109614,Plata,Billetera Digital,Sí,Descuento %,Niebla,Sí,No,96.4,110.2
TX-3772,C-72393,P-LÁC-105,Queso Mozzarella,Lácteos,11,4.66,2.53,23/12/2023,MIA-01,Miami,86,33,182,SUP-004,20,34,M,66068,Oro,Transferencia,No,Sin Promoción,Lluvia,No,No,161.5,159.2
TX-3773,C-41319,P-ALI-805,Atún en Lata,Alimentos,4,1.88,0.95,03/06/2023,CHI-01,Chicago,47,29,166,SUP-020,15,70,Otro,42369,No Registrado,Tarjeta Débito,No,Sin Promoción,Tormenta,No,No,99.9,117.6
TX-3774,C-66214,P-ALI-816,Cereales Kellogg's,Alimentos,3,4.85,2.77,11/02/2023,CHI-02,Chicago,102,26,157,SUP-017,12,30,F,39545,Plata,Tarjeta Débito,Sí,Precio Especial,Lluvia,No,No,108.6,110.9
TX-3775,C-81320,P-CUI-916,Acondicionador 400ml,Cuidado Personal,8,6.27,3.15,29/11/2023,MIA-01,Miami,21,37,184,SUP-001,5,46,F,63446,No Registrado,Tarjeta Débito,Sí,Bundle,Lluvia,Sí,Sí,91.5,107.8
TX-3776,C-44506,P-ALI-314,Salsa de Tomate,Alimentos,3,2.6,1.27,17/01/2023,MIA-02,Miami,22,39,161,SUP-017,16,59,M,77582,Plata,Transferencia,No,Sin Promoción,Soleado,Sí,No,337.0,320.9
TX-3777,C-19158,P-LIM-515,Limpiapisos 1L,Limpieza,12,4.89,2.44,27/07/2023,CHI-02,Chicago,16,28,174,SUP-006,10,55,Otro,117075,Plata,Efectivo,No,Sin Promoción,Lluvia,Sí,No,59.1,62.7
TX-3778,C-14871,P-LIM-784,Detergente Líq 1L,Limpieza,5,5.53,2.81,13/07/2023,MIA-02,Miami,26,20,199,SUP-019,12,55,F,35488,Plata,Efectivo,No,Sin Promoción,Tormenta,No,No,66.4,70.7
TX-3779,C-15589,P-ELE-621,Cargador Rápido 65W,Electrónica,4,19.43,9.79,01/09/2023,CHI-02,Chicago,18,11,197,SUP-009,14,40,M,96447,No Registrado,Tarjeta Crédito,Sí,Descuento %,Soleado,No,No,238.9,237.1
TX-3780,C-52750,P-ALI-508,Arroz 5kg,Alimentos,4,7.41,4.15,23/11/2023,HOU-01,Houston,115,28,160,SUP-019,21,64,M,76798,Plata,Tarjeta Débito,Sí,Sin Promoción,Nieve,No,No,96.2,91.3
TX-3781,C-68530,P-CUI-688,Hilo Dental 50m,Cuidado Personal,7,2.47,1.12,26/12/2023,CHI-01,Chicago,43,18,167,SUP-005,6,73,Otro,109991,No Registrado,Transferencia,Sí,Cupón Digital,Lluvia,Sí,No,125.8,129.5
TX-3782,C-46790,P-LÁC-134,Queso Mozzarella,Lácteos,12,4.43,2.48,12/02/2023,LA-02,Los Ángeles,22,20,188,SUP-008,4,60,Otro,21378,Plata,Tarjeta Débito,No,Sin Promoción,Nieve,No,No,192.1,166.7
TX-3783,C-57748,P-ELE-582,Cargador Rápido 65W,Electrónica,12,20.06,9.95,11/08/2023,HOU-02,Houston,61,23,169,SUP-017,5,71,F,80501,Bronce,Transferencia,Sí,Cupón Digital,Nieve,No,No,157.9,167.8
TX-3784,C-94967,P-ALI-617,Avena Quaker,Alimentos,6,4.28,2.39,19/06/2023,LA-02,Los Ángeles,38,21,115,SUP-016,4,23,F,47734,Bronce,Tarjeta Crédito,Sí,Precio Especial,Tormenta,No,No,82.0,75.9
TX-3785,C-47776,P-ELE-780,Hub USB 4 Puertos,Electrónica,9,16.94,8.32,18/02/2023,HOU-02,Houston,6,35,122,SUP-008,12,38,Otro,58766,No Registrado,Transferencia,No,Sin Promoción,Nublado,Sí,No,286.5,239.6
TX-3786,C-76569,P-LÁC-664,Queso Mozzarella,Lácteos,2,4.58,2.49,28/09/2023,CHI-02,Chicago,83,31,182,SUP-007,18,66,F,93328,Oro,Efectivo,No,Sin Promoción,Lluvia,Sí,No,137.6,121.2
TX-3787,C-55242,P-LIM-107,Esponjas x3,Limpieza,8,2.03,0.88,22/01/2023,LA-02,Los Ángeles,26,13,53,SUP-002,7,59,M,36590,Plata,Efectivo,No,Sin Promoción,Soleado,Sí,No,102.6,94.8
TX-3788,C-96385,P-LÁC-274,Queso Parmesano,Lácteos,4,5.9,3.41,19/04/2023,LA-02,Los Ángeles,13,33,99,SUP-015,4,73,M,85454,No Registrado,Tarjeta Débito,Sí,Descuento %,Nieve,No,No,123.8,129.1
TX-3789,C-62879,P-ALI-576,Salsa de Tomate,Alimentos,1,2.71,1.31,21/12/2023,HOU-02,Houston,116,13,59,SUP-017,12,23,Otro,90894,Oro,Efectivo,Sí,Precio Especial,Nieve,No,No,238.2,238.3
TX-3790,C-27003,P-CUI-393,Desodorante Roll-On,Cuidado Personal,1,3.99,1.94,18/10/2023,NY-01,Nueva York,108,22,116,SUP-015,19,70,Otro,53424,Bronce,Efectivo,No,Sin Promoción,Tormenta,No,No,115.4,115.1
TX-3791,C-30811,P-LIM-639,Limpiapisos 1L,Limpieza,8,4.95,2.35,19/05/2023,MIA-02,Miami,104,23,168,SUP-004,4,26,M,117030,No Registrado,Tarjeta Crédito,No,Sin Promoción,Niebla,No,No,164.4,164.5
TX-3792,C-14103,P-LÁC-332,Yogur de Fresa,Lácteos,1,2.9,1.48,08/02/2023,LA-02,Los Ángeles,13,24,102,SUP-002,7,30,F,75326,Bronce,Tarjeta Crédito,Sí,2x1,Soleado,Sí,No,89.9,74.6
TX-3793,C-66214,P-ALI-816,Cereales Kellogg's,Alimentos,3,4.85,2.77,24/05/2023,CHI-02,Chicago,102,26,157,SUP-017,12,30,F,39545,Plata,Tarjeta Débito,Sí,Precio Especial,Lluvia,No,No,108.6,110.9
TX-3794,C-57420,P-ELE-958,Teclado USB,Electrónica,4,22.42,11.31,06/10/2023,CHI-01,Chicago,35,37,129,SUP-011,9,49,M,118637,No Registrado,Tarjeta Crédito,No,Sin Promoción,Nublado,No,No,278.1,301.4
TX-3795,C-54936,P-CUI-304,Crema Corporal,Cuidado Personal,12,7.68,3.72,03/12/2023,HOU-01,Houston,113,21,159,SUP-009,4,32,F,115455,Oro,Transferencia,No,Sin Promoción,Lluvia,No,No,212.4,243.9
TX-3796,C-83599,P-ALI-333,Salsa de Tomate,Alimentos,5,2.61,1.27,02/04/2023,LA-02,Los Ángeles,59,11,82,SUP-003,13,26,Otro,64567,Bronce,Tarjeta Crédito,Sí,2x1,Tormenta,Sí,No,173.0,182.9
TX-3797,C-34709,P-ELE-577,Teclado USB,Electrónica,9,22.99,11.39,11/06/2023,HOU-01,Houston,38,27,120,SUP-011,2,58,M,35053,Oro,Billetera Digital,No,Sin Promoción,Nublado,No,No,296.1,320.2
TX-3798,C-84341,P-LIM-624,Jabón en Barra x3,Limpieza,3,2.87,1.32,17/04/2023,HOU-01,Houston,31,11,104,SUP-009,7,24,F,18566,Bronce,Tarjeta Débito,Sí,2x1,Tormenta,No,No,55.5,63.9
TX-3799,C-48995,P-CUI-593,Acondicionador 400ml,Cuidado Personal,1,6.19,3.11,15/03/2023,MIA-01,Miami,81,40,80,SUP-018,13,75,M,89904,Oro,Billetera Digital,Sí,Cupón Digital,Soleado,No,No,118.5,108.0
TX-3800,C-35676,P-LÁC-814,Leche Descremada,Lácteos,8,1.89,1.07,31/12/2023,NY-01,Nueva York,30,24,125,SUP-001,9,61,F,53146,No Registrado,Transferencia,No,Sin Promoción,Nieve,No,No,162.6,167.1
TX-3801,C-82683,P-LIM-363,Cloro 1L,Limpieza,9,2.95,1.36,23/07/2023,CHI-01,Chicago,34,12,91,SUP-001,15,42,M,110631,No Registrado,Efectivo,No,Sin Promoción,Tormenta,Sí,No,258.9,262.7
TX-3802,C-34709,P-ELE-577,Teclado USB,Electrónica,9,22.99,11.39,09/02/2023,HOU-01,Houston,38,27,120,SUP-011,2,58,M,35053,Oro,Billetera Digital,No,Sin Promoción,Nublado,No,No,296.1,320.2
TX-3803,C-79625,P-CUI-676,Hilo Dental 50m,Cuidado Personal,4,2.5,1.12,25/03/2023,NY-02,Nueva York,27,24,172,SUP-014,13,20,Otro,36729,Plata,Billetera Digital,No,Sin Promoción,Nieve,No,No,185.9,164.5
TX-3804,C-54936,P-CUI-304,Crema Corporal,Cuidado Personal,12,7.68,3.72,04/05/2023,HOU-01,Houston,113,21,159,SUP-009,4,32,F,115455,Oro,Transferencia,No,Sin Promoción,Lluvia,No,No,212.4,243.9
TX-3805,C-91643,P-LIM-628,Cloro 1L,Limpieza,12,3.0,1.39,19/07/2023,LA-01,Los Ángeles,8,34,196,SUP-011,13,36,F,51467,Oro,Transferencia,No,Sin Promoción,Niebla,No,No,75.6,68.2
TX-3806,C-37892,P-CUI-902,Shampoo 400ml,Cuidado Personal,12,6.12,2.97,04/10/2023,MIA-02,Miami,61,28,129,SUP-007,15,50,M,19015,Oro,Efectivo,Sí,Sin Promoción,Tormenta,No,No,219.6,202.7
TX-3807,C-22831,P-ALI-471,Pan Integral,Alimentos,2,3.91,2.06,16/07/2023,LA-02,Los Ángeles,97,14,88,SUP-013,21,58,Otro,54496,Oro,Billetera Digital,No,Sin Promoción,Lluvia,Sí,No,313.8,283.9
TX-3808,C-59333,P-ALI-474,Granola Premium,Alimentos,8,7.32,3.98,13/03/2023,CHI-02,Chicago,77,18,64,SUP-001,13,68,F,73607,Plata,Tarjeta Crédito,No,Sin Promoción,Soleado,Sí,No,320.2,332.1
TX-3809,C-18839,P-ALI-464,Avena Quaker,Alimentos,11,4.46,2.34,19/12/2023,MIA-01,Miami,101,30,100,SUP-006,21,37,Otro,59641,Oro,Tarjeta Crédito,Sí,Sin Promoción,Soleado,No,No,263.1,214.8
TX-3810,C-72763,P-LÁC-736,Yogur de Fresa,Lácteos,9,2.85,1.49,10/02/2023,HOU-01,Houston,51,14,165,SUP-011,12,62,F,83393,Oro,Tarjeta Débito,No,Sin Promoción,Tormenta,Sí,No,296.6,296.0
TX-3811,C-72491,P-ALI-362,Frijoles Negros,Alimentos,9,1.53,0.73,27/06/2023,HOU-02,Houston,70,14,108,SUP-020,2,52,Otro,96453,Plata,Transferencia,No,Sin Promoción,Soleado,No,No,90.6,88.4
TX-3812,C-23494,P-ELE-192,Lámpara LED USB,Electrónica,10,11.27,5.69,20/02/2023,HOU-02,Houston,25,27,145,SUP-001,18,48,M,97435,No Registrado,Efectivo,No,Sin Promoción,Niebla,No,Sí,298.6,312.0
TX-3813,C-17036,P-LÁC-341,Leche Entera 1L,Lácteos,11,2.08,1.1,29/04/2023,NY-01,Nueva York,73,36,178,SUP-010,19,59,F,63610,Oro,Billetera Digital,Sí,Sin Promoción,Nublado,Sí,No,301.4,293.3
TX-3814,C-18029,P-LIM-776,Aromatizante Hogar,Limpieza,9,6.06,3.11,08/02/2023,CHI-02,Chicago,91,27,146,SUP-012,3,54,Otro,80035,Bronce,Transferencia,No,Sin Promoción,Soleado,No,No,200.4,161.5
TX-3815,C-81658,P-ALI-747,Granola Premium,Alimentos,6,7.33,3.94,06/11/2023,NY-01,Nueva York,2,34,196,SUP-015,16,36,M,79964,Bronce,Transferencia,Sí,Precio Especial,Niebla,No,No,282.8,277.8
TX-3816,C-52925,P-ALI-536,Cereales Kellogg's,Alimentos,7,4.96,2.78,11/11/2023,MIA-01,Miami,91,16,142,SUP-006,15,24,Otro,110465,Bronce,Tarjeta Crédito,No,Sin Promoción,Nublado,Sí,No,185.6,190.6
TX-3817,C-78089,P-LIM-118,Desinfectante 750ml,Limpieza,10,4.46,2.06,01/11/2023,HOU-01,Houston,87,28,194,SUP-014,2,71,F,102803,Plata,Billetera Digital,No,Sin Promoción,Soleado,No,No,185.9,220.9
